Table 3,ANZSOC Division,ANZSOC Subdivision,Year Month,Proceedings,Age Group,Age Group 5Yr Band,ANZSOC Group,ANZSOC_DIVISION_CD,ANZSOC_GROUP_CD,ANZSOC_SUBDIVISION_CD,Ethnic Group,Ethnicity,Method of Proceeding,Months Ago,Mop Division,Mop Group,Mop Subdivision,Number of Records,Person/Organisation,SEX,Ytd Month
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,May2025,1,35-39,35 - 39 years inclusive,Possess or access child abuse material,3,342,34,Maori,Maori,Court Action,-13,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,11
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,May2025,1,40-44,40 - 44 years inclusive,Produce or distribute child abuse material,3,341,34,Maori,Maori,Court Action,-13,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,11
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jun2025,1,70-74,70 - 74 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Court Action,-12,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,0
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2023,1,25-29,25 - 29 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,Court Action,-32,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Nov2024,1,35-39,35 - 39 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,Court Action,-19,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,5
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Nov2024,1,55-59,55 - 59 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Court Action,-19,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,5
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2025,1,30-34,30 - 34 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,Court Action,-17,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2024,1,65-69,65 - 69 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Court Action,-29,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Feb2024,1,20-24,20 - 24 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Court Action,-28,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,8
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Apr2024,1,50-54,50 - 54 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Court Action,-26,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,10
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,May2025,1,15-19,15 - 19 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Court Action,-13,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,11
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,May2025,1,25-29,25 - 29 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Court Action,-13,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,11
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,May2023,1,30-34,30 - 34 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Court Action,-37,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,11
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,May2025,1,35-39,35 - 39 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Court Action,-13,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,11
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,May2023,1,55-59,55 - 59 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Court Action,-37,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,11
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2025,1,40-44,40 - 44 years inclusive,Possess or access child abuse material,3,342,34,Other Ethnicities,Latin American/Hispanic,Court Action,-8,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Mar2025,1,20-24,20 - 24 years inclusive,Possess or access child abuse material,3,342,34,Other Ethnicities,Latin American/Hispanic,Court Action,-15,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,9
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Apr2024,1,25-29,25 - 29 years inclusive,Possess or access child abuse material,3,342,34,Other Ethnicities,Not Elsewhere Classified,Court Action,-26,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,10
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jul2023,1,25-29,25 - 29 years inclusive,Possess or access child abuse material,3,342,34,Pacific Island,Pacific Island,Court Action,-35,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,1
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Aug2024,1,40-44,40 - 44 years inclusive,Produce or distribute child abuse material,3,341,34,Pacific Island,Pacific Island,Court Action,-22,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,2
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Sep2023,1,25-29,25 - 29 years inclusive,Possess or access child abuse material,3,342,34,Pacific Island,Pacific Island,Court Action,-33,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,3
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2023,1,25-29,25 - 29 years inclusive,Possess or access child abuse material,3,342,34,Pacific Island,Pacific Island,Court Action,-32,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2023,1,30-34,30 - 34 years inclusive,Produce or distribute child abuse material,3,341,34,Pacific Island,Pacific Island,Court Action,-32,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2023,1,35-39,35 - 39 years inclusive,Possess or access child abuse material,3,342,34,Pacific Island,Pacific Island,Court Action,-32,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2025,1,50-54,50 - 54 years inclusive,Possess or access child abuse material,3,342,34,Pacific Island,Pacific Island,Court Action,-8,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Nov2023,1,15-19,15 - 19 years inclusive,Produce or distribute child abuse material,3,341,34,Pacific Island,Pacific Island,Court Action,-31,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,5
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Sep2025,1,50-54,50 - 54 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-9,Court Action,Prosecution,Court Action N.E.C.,1,Person,Female,3
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Aug2022,1,35-39,35 - 39 years inclusive,Produce or distribute child abuse material,3,341,34,Asian,Asian,Court Action,-46,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,2
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Sep2025,1,35-39,35 - 39 years inclusive,Produce or distribute child abuse material,3,341,34,Asian,Asian,Court Action,-9,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,3
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Aug2020,1,10-14,10 - 14 years inclusive,Possess or access child abuse material,3,342,34,Maori,Maori,Formal Warning,-70,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,2
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jul2021,1,15-19,15 - 19 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Formal Warning,-59,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,1
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jul2022,1,15-19,15 - 19 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Formal Warning,-47,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,1
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Aug2020,1,10-14,10 - 14 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,Formal Warning,-70,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,2
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Aug2020,1,15-19,15 - 19 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,Formal Warning,-70,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,2
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Aug2025,1,80yearsorover,80 years or over,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Formal Warning,-10,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,2
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2021,1,10-14,10 - 14 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,Formal Warning,-56,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2021,1,15-19,15 - 19 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,Formal Warning,-56,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Nov2021,1,10-14,10 - 14 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,Formal Warning,-55,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,5
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2020,1,45-49,45 - 49 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-66,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2020,1,45-49,45 - 49 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-66,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2017,1,50-54,50 - 54 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2019,1,50-54,50 - 54 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-78,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2020,1,50-54,50 - 54 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-66,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2021,1,50-54,50 - 54 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-54,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2022,1,50-54,50 - 54 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-42,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2017,2,55-59,55 - 59 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2020,1,55-59,55 - 59 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-66,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2019,1,60-64,60 - 64 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-78,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2020,1,65-69,65 - 69 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-66,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2019,2,15-19,15 - 19 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-89,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2021,1,20-24,20 - 24 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-65,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2022,1,20-24,20 - 24 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-53,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2022,3,20-24,20 - 24 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-53,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2023,1,20-24,20 - 24 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-41,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2021,2,25-29,25 - 29 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-65,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2022,1,25-29,25 - 29 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-53,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2022,1,25-29,25 - 29 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-53,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2018,1,30-34,30 - 34 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2021,1,30-34,30 - 34 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-65,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2023,1,30-34,30 - 34 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-41,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2021,2,35-39,35 - 39 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-65,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2020,1,40-44,40 - 44 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-77,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2018,1,45-49,45 - 49 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2021,1,45-49,45 - 49 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-65,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,7
